,proverb,translation
895,കാടിക്കഞ്ഞിയും മൂടിക്കുടിക്കെണം,
896,കാടുകളഞ്ഞവന്റെ കൈകൊത്തുമാറുണ്ടൊ,
897,കാടുവെട്ടുവാൻ കോടാലിയുടെ സമ്മതംവേണമോ,
898,കാട്ടിയതും കാട്ടുകയില്ല കാഷ്ടവും കാട്ടുകയില്ല,
899,"കാട്ടിൽ ചെന്നാൽ കള്ളൻ,നാട്ടിൽ വന്നാൽ ഗുരു",
900,"കാട്ടിലെ മരം, തേവരുടെ ആന, വലിയെടാവലി (എത്തിയെടത്തറ്റംലിക്കട്ടെ വലിക്കട്ടെ)",
901,കാട്ടിലെ മത്താച്ചിയുടെ പശുവിനെ പുലി പിടിച്ചാൽ പുലിക്കു നാട്ടിലുംാട്ടിലും ഇരുന്നുകൂടാ,
902,കാട്ടുകോഴിക്കുണ്ടോ സംക്രാന്തി,
903,കാട്ടുകോഴി വീട്ടുകോഴിയാമോ,
904,കാണം വിറ്റും ഓണം ഉണ്ണണം,
905,"കാണാതെ കണ്ട കുശത്തി , താൾ എല്ലാം വാരി തുറുത്തി",
906,"കാണ്മാൻ കൊള്ളാം, തിന്മാൻ ആകാ",
907,കാണ്മാൻ പോകുന്ന പൂരം പറഞ്ഞുകേൾപ്പിക്കണമോ (കേട്ടറിയണമോ),
908,കാണ്മാൻ വന്നവൻ കഴുവേറി,
909,കാതം നടന്നാൽ പാദം മടക്കണം,
910,"കാതറ്റ പന്നിക്കു കാട്ടൂടെയും പായാം , കാതറ്റ പെണ്ടിക്കു കാട്ടിലും നീളാം",
911,കാതറ്റ പന്നിക്കു എതിലെയും പായാം,
912,കാതറ്റ സൂചിയും കൂടി വരാതു,
913,കാന്താരി ചെറുതാകകൊണ്ട് നിസ്സാരമാക്കേണ്ടാ,
914,കാപ്പണത്തിന്റെ പൂച്ച ഒരു പണത്തിന്റെ നെയികുടിച്ചു,
915,കാമം കാലൻ,
916,കായലുവറ്റി കക്കവാരാനിരുന്നാലോ,
917,കായ്ച്ചമരത്തേലെ കല്ലെറിയൂ,
918,"കാരണവൻ കാലം ഒരു കണ്ടി,ഞാങ്കാലം നാലു കണ്ടി",
919,കാരമുരട്ടു ചീരമുളയ്ക്കയില്ല -ചീര മുരട്ടു കാര മുളയ്ക്കയില്ല,
920,കാരാടൻ ചാത്തൻ നടുപറഞ്ഞ പോലെ,
921,കാർത്തിക കഴിഞ്ഞാൽ മഴയില്ല ; കർണ്ണൻപെട്ടാൽ പടയില്ല,
922,കാര്യം കാണാൻ കഴുതക്കാലും പിടിക്കണം,
923,കാര്യം കണ്ടാൽ കതമ്പാത്തൊണ്ട്.,
924,കാര്യം കഥ കഴിഞ്ഞു.,
925,കാര്യം കാലമാകുമ്പോൾ വേലൻ മണ്ണാൻ.,
926,കാര്യം പറയുമ്പോൾ കാലുഷ്യം പറയല്ല. (കാലുഷ്യം തോന്നരുത്),
927,കാര്യം വിട്ടു കളിക്കല്ലു.,
928,കാറുംപുറത്തെ വെയിൽ.,
929,കാററടിക്കുമ്പോഴേ(ൾ) തൂറ്റാവൂ(ണം).,
930,കാറ്ററിയാതെ തുപ്പിയാൽ ചെവി(കി)ടറിയാതെ കിട്ടും(കൊള്ളും).,
931,കാറ്റുനന്നെങ്കിൽ കല്ലും പറക്കും.,
932,കാറ്റ് ശമിച്ചാൽ പറക്കുമോ പഞ്ഞികൾ.,
933,കാറ്റും വീർപ്പുമില്ല.,
934,കാലം നല്ലകാലത്തിൽ കാളിനാ കുതിര പെറും.,
935,കാലം നീളെ ചെന്നാൽ നേർ താനെ അറിയാ.,
936,കാലം പോലൊരു ഗുരുവില്ല.,
937,കാലത്തെ തോണി കടവത്ത് എത്തും.,
938,കാലത്തെ തുഴയാഞ്ഞാൽ കടവിൽ ചെന്നടുക്കൂല.,
939,കാലത്തൊരു മടിമടിച്ചാൽ അന്തിക്കൊരു പശിപശിക്കും.,
940,കാലാച്ചിയോടു കടം കൊണ്ടാൽ കാലായിൽവെച്ചും തടുക്കും.,
941,കാലവലോകനംകാര്യസാദ്ധ്യംനൃണാം,
942,കാലിനുചുറ്റിയപാമ്പു കടിക്കാതെപോകുമൊ,
943,കാലുപിടിച്ചും കാച്ചിക്കുളിച്ചും കഴിയരുത്,
944,കാലേതുഴഞ്ഞാൽ കരക്കണയും,
945,"കാൽമേൽചവിട്ടല്ല കോമച്ചാ, കളികാണേണ്ടങ്കിൽകാണേണ്ട",
946,കാൽവിദ്യയുംമുക്കാൽതട്ടിപ്പുംകൊണ്ടുാലംകഴിക്കാനോ,
947,കാളപെറ്റെന്നുകേട്ടു കയറെടുത്തു,
948,കാളവിളതിന്നതിനു കഴുതക്കുശിക്ഷ,
949,കാവിൽകേറി കാർക്കിച്ചത്പോലെ,
950,കാശഴിയാതെ കറികൂട്ടാനൊക്കുമോ,
951,കാശായാലും കനിവൊടുകൊടുക്കണം,
952,കാശിക്കുപോയാലും കർമ്മംതുലകയില്ല,
953,കാശിക്കുപോയാലും ദൂശിക്കുകാശൊന്നു,
954,കാശില്ലാത്തവൻ കാശിക്കുപോയാലുംഫലമില്ല,
955,കാശുചെന്നാൽ കറിനന്ന്,
956,കിടക്കുന്നതു കാവൽചാള(കുപ്പയിൽ); സ്വപ്നംാണുന്നതുമച്ചും മാളികയും,
957,കിട്ടാത്തച്ചിക്കു കുറ്റമില്ല,
958,"കിട്ടിയതു കാര്യം, കിടെച്ചതു കല്ല്യാണം",
959,കിണറ്റിൽ മുങ്ങിയാൽ കുളത്തിൽപൊങ്ങും,
960,കിണറ്റിൽ വീണപന്നിക്കു കല്ലുംകൊഴിയും (പാറയും) തുണ,
961,ദൂശി=സൂചി,
962,"കിണ്ണം വീണു, ഓശയും കേട്ടു",
963,കിംഗതെ വിവാഹെ നക്ഷത്രപരീക്ഷയം,
964,കിംഗതെ സലിലെ സേതുബന്ധന,
965,കിംമിഷ്ടമന്നം ഖരസൃകരാണാം,
966,കിളി പറയുംപോലെ,
967,കിഴക്കൻവെള്ളം ഇളകിവരുമ്പോൾ ചിറയിടാറുണ്ടൊ,
968,കിഴങ്ങുകണ്ട പണിയൻ ചിരിക്കുംപോലെ,
969,കീരിയും പാമ്പുംപോലെ സ്നേഹം,
970,കീരിയെ കണ്ട പാമ്പുപോലെ,
971,കുഞ്ഞന്റെ കണ്ണങ്ങമ്മിയുടെ ഉള്ളിലും,
972,കുഞ്ഞിപക്ഷിക്കു കുഞ്ഞിക്കൂടു,
973,കുഞ്ഞിയിൽ പഠിച്ചതു ഒഴികയില്ല,
974,കുടം കടലിൽ മുക്കിയാലും കുടത്തിൽ പിടിപ്പതെ കിട്ടത്തുള്ളു,
975,കുടകുമലയിന്നു പേറുകഴിഞ്ഞിട്ടു കാണിയാക്കെണ്ടി എരയിന്റെ തലയിലൊ,
976,കുടത്തിൽവെച്ച വിളക്കുപോലെ,
977,"കുടത്തിൻവായി കെട്ടാം, മനുഷ്യവായി കെട്ടിക്കൂടാ",
978,കുടംകമിഴ്ത്തി(കമത്തി)വെള്ളം പകർന്ന(ഒഴിച്ച)തുപോലെ,
979,കുടൽവലിയൊനു ചക്കു,
980,കുടലെടുത്തു കാണിച്ചാൽ വാഴനാരെന്നു പറയും- ‍,
981,"998, നക്ഷത്ര പരീക്ഷ= ജാതകം നോക്കുക,",
982,കുടിമൂലം കുലംകെടും.,
983,കുടിയറിഞ്ഞേ പെണ്ണയക്കാവൂ.,
984,കുടുമയ്ക്ക് മീതെ മർമ്മം ഇല്ല.,
985,കുടെക്കടങ്ങിയ വടിയായിരിക്കണം.,
986,കുടക്കുമീതെ വടി പിടിക്കരുത്.,
987,കുട്ടനാടൻദിക്കിലെ നെല്ലെല്ലാംകൂടി കോളിലെവിത്തിന് പോരാ.,
988,കുട്ടിക്കരി കൂട്ടിവേക്കണ്ടാ.,
989,കുട്ടിനര കുടികെടുക്കും.,
990,കുണ്ടിൽകിടക്കുന്ന കുഞ്ഞിതവളക്ക് കുന്നിനുമീതെ പറക്കാൻ മോഹം.,
991,കുണ്ഡലം ഇല്ലാത്തവൻ കാണാതനാട്.,
992,കുതിര എത്ര പാഞ്ഞാലും വാൽ കൂടെ നിൽക്കും.,
993,കുതിരക്ക് കൊമ്പു കൊടുത്താൽ മലനാട്ടിൽ ഒരുത്തരെയും വെക്കുകയില്ല.,
994,കുത്തുകൊണ്ട പന്നി നെരങ്ങും പോലെ.,
995,കുത്തുകൊള്ളുംപുറം കുത്തുകൊള്ലാഞ്ഞാൽ പിത്തംകേറി ചത്തുപോകും.,
996,കുത്തും തല്ലും ചെണ്ടക്കും അപ്പവും ചോറും മാരയാനും.,
997,കുത്തുവാൻ വരുന്ന പോത്തോടു വേദം ഓതിയാൽ കാര്യമോ.,
998,കുനിയൻ മദിച്ചാലും ഗോപുരം ഇടിക്കാ.,
999,കുന്തം കൊടുക്കയുമില്ല താനൊട്ട്‌ കുത്തുകയുമില്ല.,
