	proverb	translation
494	ఏలుకోవడానకు వూళ్లు లేవుగాని, యెత్తుకొని తినడానకు వూళ్లు లేవా.	There are no villages to rule over, but are there not villages to beg in?Said by a beggar refused alms.
495	ఏలేవాని యెద్దు పోతేనేమి, కాచేవాని కన్ను పోతేనేమి.	If the master’s ox be lost what is it [to the servant?]. If the watchman’s eye be lost what is it [to the master?].
496	ఐశ్వర్యానికి అంతము లేదు.	There is no limit to riches.
497	ఐసా ఫయిసా.	Either one way or the other.(Corrupted from the Hindustani.)
498	ఏరు యేడామడ వుండగానే, చీర విప్పి చంక పెట్టుకొని పోయినట్టు.	She took off her cloth and put it under her arm, While the river was still seventy milesoﬂ'.Do not strip before bed time. (French)
499	ఏలిన వానికి రేయుం బగులు వకటే.	Day and night are one to the [Supreme] Ruler."The darkness and the light are both alike to Thee." Psalm cxxxix. 12.
500	ఏలుకోవడానకు వూళ్లు లేవుగాని, యెత్తుకొని తినడానకు వూళ్లు లేవా.	There are no villages to rule over, but are there not villages to beg in?Said by a beggar refused alms.
501	ఏలేవాని యెద్దు పోతేనేమి, కాచేవాని కన్ను పోతేనేమి.	If the master’s ox be lost what is it [to the servant?]. If the watchman’s eye be lost what is it [to the master?].
502	ఐశ్వర్యానికి అంతము లేదు.	There is no limit to riches.
503	ఐసా ఫయిసా.	Either one way or the other.(Corrupted from the Hindustani.)
504	ఒంటికి లేని వ్యాధి కొని తెచ్చుకొన్నట్టు.	Like buying and bringing a disease with which the body is not troubled.Willfully bringing trouble on one’s self.
505	ఒంటికి వోర్వలేనమ్మ రెంటికి వోర్చునా	Will the woman who cannot bear one [trouble] bear two?
506	ఒక కంచాన తిని వక మంచాన పడుకొనేవారు.	They eat of one dish and sleep on one bed.Extreme intimacy.They are hand and glove.
507	ఒక కన్ను కన్నూ కాదు, వక కొడుకు కొడుకూ కాడు.	One eye is no eye, one son is no son.
508	ఒక కలగంటే తెల్లవారుతున్నదా.	Will the morning dawn after dreaming one dream?After one trouble, think not that you have passed through all.
509	ఒకటే దెబ్బ రెండే ముక్కలు.	One blow and two pieces.To give a direct answer and settle a matter one way or the other.
510	ఒకటొకటిగా నూరా వకటే మాటు నూరా.	A hundred one by one, or a hundred at once?Said in doubt of a person's liberality, as the “hundred” promised would probably turn out to mean only one.
511	ఒకనాటి భాగవతముతో మూతి మీసాలన్నీ తెగకాలినవి.	With one day’s acting, all his mustaches were burnt off.By standing too near the torches which are used to light up the ﬁgures of the performers, and on which powdered resin is thrown.Said of a clumsy novice.
512	ఒకనాడ ధారణ, వకనాడు పారణ	One day holding (fasting); one day breaking fast.A precarious subsistence.Change of fortune is the lot of life.To-day a king, to-morrow nothing. (French)
513	ఒకనాడు విందు, వకనాడు మందు.	One day a feast, one day medicine.One day favor, one day disfavor.To-day in ﬁnary, to-morrow in ﬁlth. (German)
514	ఒకరి కలిమికి యేడిస్తే వక కన్ను పోయినది, తనలేమికి యేడిస్తే మరి వక కన్నూ పోయినది.	By weeping at the good fortune of another he lost one eye, and by weeping at his own ill fortune he lost the other. ​
515	ఒకరిని యిద్దరిని చంపితేనేగాని, వైద్యుడు కాడు.	A man is no Doctor until he has killed one or two [patients.]Said to a bungling tyro.If the doctor cures, the sun sees it; if he kills, the earth hides it.
516	ఒక వూరికి వెయ్యి దోవలు.	There are a thousand ways to a village.Every man in his way.There are more ways to the wood than one.
